amostra_id;classe_id;sinal;sinalizador_id;repeticao;arquivo_relativo;resolucao_w;resolucao_h;fps;duracao_seg;hash_md5;iluminacao;ambiente;device_model;municipio;faixa_etaria;genero_opcional;observacoes
07-eu te amo-sinalizador-02-1;07;eu te amo;02;1;Sinalizador02/07-eu te amo-sinalizador-02-1.mp4;478;850;30,01;4,87;932a2a0b6e4c785a9c2f1194594474b7;boa;interna;;Santana de Parnaíba;35-44;;
07-eu te amo-sinalizador-02-2;07;eu te amo;02;2;Sinalizador02/07-eu te amo-sinalizador-02-2.mp4;478;850;30,01;4,7;e328f9108beb487a91086bfd00ceba87;boa;interna;;Santana de Parnaíba;35-44;;
07-eu te amo-sinalizador-02-3;07;eu te amo;02;3;Sinalizador02/07-eu te amo-sinalizador-02-3.mp4;478;850;30,01;6,26;ad1126e2c5e8e8966229f65ffc09819d;boa;interna;;Santana de Parnaíba;35-44;;
07-eu te amo-sinalizador-02-4;07;eu te amo;02;4;Sinalizador02/07-eu te amo-sinalizador-02-4.mp4;478;850;30,01;3,9;ac19f94b3c030197f6418666b87bc6b3;boa;interna;;Santana de Parnaíba;35-44;;
07-eu te amo-sinalizador-02-5;07;eu te amo;02;5;Sinalizador02/07-eu te amo-sinalizador-02-5.mp4;478;850;30,01;3,3;0ba77ccf942e934b977c12655fc3099f;boa;interna;;Santana de Parnaíba;35-44;;
08-fome-sinalizador-02-1;08;fome;02;1;Sinalizador02/08-fome-sinalizador-02-1.mp4;478;850;30,01;6,5;3b0794240f4ca57e8fd7a5161db4e104;boa;interna;;Santana de Parnaíba;35-44;;
08-fome-sinalizador-02-2;08;fome;02;2;Sinalizador02/08-fome-sinalizador-02-2.mp4;478;850;29,85;6,26;193b2abe3cc9e51c8e415d2b5fa6320e;boa;interna;;Santana de Parnaíba;35-44;;
08-fome-sinalizador-02-3;08;fome;02;3;Sinalizador02/08-fome-sinalizador-02-3.mp4;478;850;30,01;6,03;1c6bc55d0d6e7dfa23279c186bc31166;boa;interna;;Santana de Parnaíba;35-44;;
08-fome-sinalizador-02-4;08;fome;02;4;Sinalizador02/08-fome-sinalizador-02-4.mp4;478;850;30,01;6,73;6389ad11f23c21ef1804c3951f9fba3e;boa;interna;;Santana de Parnaíba;35-44;;
09-sede-sinalizador-02-1;09;sede;02;1;Sinalizador02/09-sede-sinalizador-02-1.mp4;478;850;30,01;8,06;05121a36a5dad3a4e8f3eba4b487f85e;boa;interna;;Santana de Parnaíba;35-44;;
09-sede-sinalizador-02-2;09;sede;02;2;Sinalizador02/09-sede-sinalizador-02-2.mp4;478;850;30,01;8;7c253672ba8df7ca9ca1993473834e3c;boa;interna;;Santana de Parnaíba;35-44;;
09-sede-sinalizador-02-3;09;sede;02;3;Sinalizador02/09-sede-sinalizador-02-3.mp4;478;850;30,01;9,2;a9fc3316af2f2199bd8404c25e0c6ae8;boa;interna;;Santana de Parnaíba;35-44;;
09-sede-sinalizador-02-4;09;sede;02;4;Sinalizador02/09-sede-sinalizador-02-4.mp4;478;850;30,01;9,86;63f4026ad886a136ca7a53e72404b7a4;boa;interna;;Santana de Parnaíba;35-44;;
09-sede-sinalizador-02-5;09;sede;02;5;Sinalizador02/09-sede-sinalizador-02-5.mp4;478;850;30,01;7,4;d7c1f9ad85bee16811389b923527f699;boa;interna;;Santana de Parnaíba;35-44;;
10-banheiro-sinalizador-02-1;10;banheiro;02;1;Sinalizador02/10-banheiro-sinalizador-02-1.mp4;478;850;30,01;5,9;38fcb4fdf783902aa51a15f6aed63a22;boa;interna;;Santana de Parnaíba;35-44;;
10-banheiro-sinalizador-02-2;10;banheiro;02;2;Sinalizador02/10-banheiro-sinalizador-02-2.mp4;478;850;30,01;6,36;b5e6068a9a7665be1bc19d139ed6513b;boa;interna;;Santana de Parnaíba;35-44;;
10-banheiro-sinalizador-02-3;10;banheiro;02;3;Sinalizador02/10-banheiro-sinalizador-02-3.mp4;478;850;30,01;5,73;b02d030a9bcb366960448f20be7da1bd;boa;interna;;Santana de Parnaíba;35-44;;
10-banheiro-sinalizador-02-4;10;banheiro;02;4;Sinalizador02/10-banheiro-sinalizador-02-4.mp4;478;850;30,01;6,66;bc0a65f50b8db89d3533103cbff6aa14;boa;interna;;Santana de Parnaíba;35-44;;
10-banheiro-sinalizador-02-5;10;banheiro;02;5;Sinalizador02/10-banheiro-sinalizador-02-5.mp4;478;850;30,01;6,8;066883b617dd47842c69789ee7d8da85;boa;interna;;Santana de Parnaíba;35-44;;
11-dinheiro-sinalizador-02-1;11;dinheiro;02;1;Sinalizador02/11-dinheiro-sinalizador-02-1.mp4;478;850;30,01;5,93;e178bfeb5a7cc2e6e4c824408fe3a852;boa;interna;;Santana de Parnaíba;35-44;;
11-dinheiro-sinalizador-02-2;11;dinheiro;02;2;Sinalizador02/11-dinheiro-sinalizador-02-2.mp4;478;850;30,01;5,83;4689f686895a0776d86e6782b65abd8d;boa;interna;;Santana de Parnaíba;35-44;;
11-dinheiro-sinalizador-02-3;11;dinheiro;02;3;Sinalizador02/11-dinheiro-sinalizador-02-3.mp4;478;850;30,01;5,87;87bb3a44175109610e993593b6721187;boa;interna;;Santana de Parnaíba;35-44;;
11-dinheiro-sinalizador-02-4;11;dinheiro;02;4;Sinalizador02/11-dinheiro-sinalizador-02-4.mp4;478;850;30,01;5,47;19cbb107b9b21e7cedcf1bc85cfeec43;boa;interna;;Santana de Parnaíba;35-44;;
11-dinheiro-sinalizador-02-5;11;dinheiro;02;5;Sinalizador02/11-dinheiro-sinalizador-02-5.mp4;478;850;30,01;5,13;9ea4a76eabd11851c054cf5a00dd5252;boa;interna;;Santana de Parnaíba;35-44;;
12-trabalho-sinalizador-02-1;12;trabalho;02;1;Sinalizador02/12-trabalho-sinalizador-02-1.mp4;478;850;30,01;6,5;11f2d162e8c415841791493780308a5f;boa;interna;;Santana de Parnaíba;35-44;;
12-trabalho-sinalizador-02-2;12;trabalho;02;2;Sinalizador02/12-trabalho-sinalizador-02-2.mp4;478;850;30,01;6,07;29be67689dac7125819a958167e8736b;boa;interna;;Santana de Parnaíba;35-44;;
12-trabalho-sinalizador-02-3;12;trabalho;02;3;Sinalizador02/12-trabalho-sinalizador-02-3.mp4;478;850;30,01;6,6;e95564c4a64e6e8c5a4f0480a16c78ac;boa;interna;;Santana de Parnaíba;35-44;;
12-trabalho-sinalizador-02-4;12;trabalho;02;4;Sinalizador02/12-trabalho-sinalizador-02-4.mp4;478;850;30,01;5,13;9b6246d205ecb8ff231720dc715b52bf;boa;interna;;Santana de Parnaíba;35-44;;
12-trabalho-sinalizador-02-5;12;trabalho;02;5;Sinalizador02/12-trabalho-sinalizador-02-5.mp4;478;850;30,01;5,4;983922b495fe4b609b5c682d4429b28b;boa;interna;;Santana de Parnaíba;35-44;;
13-casa-sinalizador-02-1;13;casa;02;1;Sinalizador02/13-casa-sinalizador-02-1.mp4;478;850;30,01;6,2;877dc52244a3bbb138b7647427c9e40e;boa;interna;;Santana de Parnaíba;35-44;;
13-casa-sinalizador-02-2;13;casa;02;2;Sinalizador02/13-casa-sinalizador-02-2.mp4;478;850;30,01;6,1;3be411b0e8d803ab973077cd5d0eeea8;boa;interna;;Santana de Parnaíba;35-44;;
13-casa-sinalizador-02-3;13;casa;02;3;Sinalizador02/13-casa-sinalizador-02-3.mp4;478;850;30,01;6,17;b87a1e45900caa5b58a2ce77dcf5b85b;boa;interna;;Santana de Parnaíba;35-44;;
13-casa-sinalizador-02-4;13;casa;02;4;Sinalizador02/13-casa-sinalizador-02-4.mp4;478;850;30,01;6,73;e7cdb4006c3dfa36841bfe8e4dcd90e4;boa;interna;;Santana de Parnaíba;35-44;;
13-casa-sinalizador-02-5;13;casa;02;5;Sinalizador02/13-casa-sinalizador-02-5.mp4;478;850;30,01;5,77;a4b80f576b89ad82da5eec249b79b9bf;boa;interna;;Santana de Parnaíba;35-44;;
14-escola-sinalizador-02-1;14;escola;02;1;Sinalizador02/14-escola-sinalizador-02-1.mp4;478;850;30,01;6,3;ee8524ee56d0e7d55e00151577aad3aa;boa;interna;;Santana de Parnaíba;35-44;;
14-escola-sinalizador-02-2;14;escola;02;2;Sinalizador02/14-escola-sinalizador-02-2.mp4;478;850;30,01;6,46;d8a6ca83536a96d9c1aadef1f5ca1c0f;boa;interna;;Santana de Parnaíba;35-44;;
14-escola-sinalizador-02-3;14;escola;02;3;Sinalizador02/14-escola-sinalizador-02-3.mp4;478;850;30,01;6,26;ce75a10c3abffaf277680b54e6876823;boa;interna;;Santana de Parnaíba;35-44;;
14-escola-sinalizador-02-4;14;escola;02;4;Sinalizador02/14-escola-sinalizador-02-4.mp4;478;850;30,01;5,93;9e07bc838d56507fe14d85ad2fcc293d;boa;interna;;Santana de Parnaíba;35-44;;
14-escola-sinalizador-02-5;14;escola;02;5;Sinalizador02/14-escola-sinalizador-02-5.mp4;478;850;30,01;7,2;7328d30730fdb08dcae88b612d569fd1;boa;interna;;Santana de Parnaíba;35-44;;
15-amigo-sinalizador-02-1;15;amigo;02;1;Sinalizador02/15-amigo-sinalizador-02-1.mp4;478;850;30,01;4,5;f079f28787362cb61843ab5ee66c9291;boa;interna;;Santana de Parnaíba;35-44;;
15-amigo-sinalizador-02-2;15;amigo;02;2;Sinalizador02/15-amigo-sinalizador-02-2.mp4;478;850;30,01;5,13;25539bdff88e845ac0c9b3feab826c70;boa;interna;;Santana de Parnaíba;35-44;;
15-amigo-sinalizador-02-3;15;amigo;02;3;Sinalizador02/15-amigo-sinalizador-02-3.mp4;478;850;30,01;6;ec02f5215de5f3543862c776eb47d52b;boa;interna;;Santana de Parnaíba;35-44;;
15-amigo-sinalizador-02-4;15;amigo;02;4;Sinalizador02/15-amigo-sinalizador-02-4.mp4;478;850;30,01;5,57;373684cac9add296dc57ebb9876d8027;boa;interna;;Santana de Parnaíba;35-44;;
16-saudade-sinalizador-02-1;16;saudade;02;1;Sinalizador02/16-saudade-sinalizador-02-1.mp4;478;850;30,01;5,27;2dee5fb271b96e27ce446b206e435884;boa;interna;;Santana de Parnaíba;35-44;;
16-saudade-sinalizador-02-2;16;saudade;02;2;Sinalizador02/16-saudade-sinalizador-02-2.mp4;478;850;30,01;5,53;084992baf89878332e680eed170656cd;boa;interna;;Santana de Parnaíba;35-44;;
16-saudade-sinalizador-02-3;16;saudade;02;3;Sinalizador02/16-saudade-sinalizador-02-3.mp4;478;850;30,01;5,27;3dae62a5fae0ba1c49928ccfe5fec9b7;boa;interna;;Santana de Parnaíba;35-44;;
16-saudade-sinalizador-02-4;16;saudade;02;4;Sinalizador02/16-saudade-sinalizador-02-4.mp4;478;850;30,01;5,7;39e521a7235f6db12d080323cfae6aef;boa;interna;;Santana de Parnaíba;35-44;;
16-saudade-sinalizador-02-5;16;saudade;02;5;Sinalizador02/16-saudade-sinalizador-02-5.mp4;478;850;30,01;4,77;62648106edd8b929e8096f1c1e48f3fc;boa;interna;;Santana de Parnaíba;35-44;;
17-nome-sinalizador-02-1;17;nome;02;1;Sinalizador02/17-nome-sinalizador-02-1.mp4;478;850;30,01;6;427f45991cb6efa9ea4c24eaa9bcbbed;boa;interna;;Santana de Parnaíba;35-44;;
17-nome-sinalizador-02-2;17;nome;02;2;Sinalizador02/17-nome-sinalizador-02-2.mp4;478;850;30,01;7,33;f3b9c34a4dd65e2e6dffe6541292cefd;boa;interna;;Santana de Parnaíba;35-44;;
17-nome-sinalizador-02-3;17;nome;02;3;Sinalizador02/17-nome-sinalizador-02-3.mp4;478;850;30,01;5,83;95b07a33946c6decd40d71c27a84e542;boa;interna;;Santana de Parnaíba;35-44;;
17-nome-sinalizador-02-4;17;nome;02;4;Sinalizador02/17-nome-sinalizador-02-4.mp4;478;850;30,01;7,56;5ca14a3906fc05aceffc1399a556add8;boa;interna;;Santana de Parnaíba;35-44;;
17-nome-sinalizador-02-5;17;nome;02;5;Sinalizador02/17-nome-sinalizador-02-5.mp4;478;850;30,01;5,23;b3e1fc7dedb871c220db7d318d741a75;boa;interna;;Santana de Parnaíba;35-44;;
18-meu-sinalizador-02-1;18;meu;02;1;Sinalizador02/18-meu-sinalizador-02-1.mp4;478;850;30,01;6,1;e645f6559e859823f55a9dd4190567d5;boa;interna;;Santana de Parnaíba;35-44;;
18-meu-sinalizador-02-2;18;meu;02;2;Sinalizador02/18-meu-sinalizador-02-2.mp4;478;850;30,01;6,46;3267830d0d44f7bfb329141761ab528f;boa;interna;;Santana de Parnaíba;35-44;;
18-meu-sinalizador-02-3;18;meu;02;3;Sinalizador02/18-meu-sinalizador-02-3.mp4;478;850;30,01;5,83;85d8d4b3ab8dee7d8a109428652f2193;boa;interna;;Santana de Parnaíba;35-44;;
18-meu-sinalizador-02-4;18;meu;02;4;Sinalizador02/18-meu-sinalizador-02-4.mp4;478;850;30,01;5,67;ea404756321eb4b00fce417195bde817;boa;interna;;Santana de Parnaíba;35-44;;
18-meu-sinalizador-02-5;18;meu;02;5;Sinalizador02/18-meu-sinalizador-02-5.mp4;478;850;30,01;6,56;f66c49882f2ada5003d74b1afbac775d;boa;interna;;Santana de Parnaíba;35-44;;
19-carro-sinalizador-02-1;19;carro;02;1;Sinalizador02/19-carro-sinalizador-02-1.mp4;478;850;30,01;5,43;c472662811a2c3db1491e680629b1820;boa;interna;;Santana de Parnaíba;35-44;;
19-carro-sinalizador-02-2;19;carro;02;2;Sinalizador02/19-carro-sinalizador-02-2.mp4;478;850;30,01;5,77;5d55da0721e0d75b07ae561ab6dff4b7;boa;interna;;Santana de Parnaíba;35-44;;
19-carro-sinalizador-02-3;19;carro;02;3;Sinalizador02/19-carro-sinalizador-02-3.mp4;478;850;30,01;5,77;43f9f9fdffcde95c04e62af6b2392098;boa;interna;;Santana de Parnaíba;35-44;;
19-carro-sinalizador-02-4;19;carro;02;4;Sinalizador02/19-carro-sinalizador-02-4.mp4;478;850;30,01;5,37;a11e35d0b9777dba740e6f27f855ac07;boa;interna;;Santana de Parnaíba;35-44;;
19-carro-sinalizador-02-5;19;carro;02;5;Sinalizador02/19-carro-sinalizador-02-5.mp4;478;850;30,01;5,53;a9a1bd5de2df6cc456008f51b684e7cd;boa;interna;;Santana de Parnaíba;35-44;;
20-onibus-sinalizador-02-1;20;onibus;02;1;Sinalizador02/20-onibus-sinalizador-02-1.mp4;478;850;30,01;6,43;c79dc574b9f790a0d9f01fa24035c8a8;boa;interna;;Santana de Parnaíba;35-44;;
20-onibus-sinalizador-02-2;20;onibus;02;2;Sinalizador02/20-onibus-sinalizador-02-2.mp4;478;850;30,01;6,36;aa690d1f55565c669411359aefeab230;boa;interna;;Santana de Parnaíba;35-44;;
20-onibus-sinalizador-02-3;20;onibus;02;3;Sinalizador02/20-onibus-sinalizador-02-3.mp4;478;850;30,01;6,26;d07525720881e791db4a8d1df647413a;boa;interna;;Santana de Parnaíba;35-44;;
20-onibus-sinalizador-02-4;20;onibus;02;4;Sinalizador02/20-onibus-sinalizador-02-4.mp4;478;850;30,01;5,67;7135144d8a3972f88b05e7e59c041298;boa;interna;;Santana de Parnaíba;35-44;;
20-onibus-sinalizador-02-5;20;onibus;02;5;Sinalizador02/20-onibus-sinalizador-02-5.mp4;478;850;30,01;6,33;927261dcb853633d2fdc3e90439cab7f;boa;interna;;Santana de Parnaíba;35-44;;
01-oi-sinalizador-03-1;01;oi;03;1;Sinalizador03/01-oi-sinalizador-03-1.mp4;1072;1440;19,97;5,95;17021b96404613e39504785046c626ec;boa;interna;;Santana de Parnaíba;18-24;;
01-oi-sinalizador-03-2;01;oi;03;2;Sinalizador03/01-oi-sinalizador-03-2.mp4;1072;1440;19,97;6,38;d8336bc0aa15d292df816013f9dfc637;boa;interna;;Santana de Parnaíba;18-24;;
01-oi-sinalizador-03-3;01;oi;03;3;Sinalizador03/01-oi-sinalizador-03-3.mp4;1072;1440;19,97;6,56;1b746625d5c9e490bbaa238f92259f93;boa;interna;;Santana de Parnaíba;18-24;;
01-oi-sinalizador-03-4;01;oi;03;4;Sinalizador03/01-oi-sinalizador-03-4.mp4;1072;1440;19,97;6,17;7fc6dcf4f7ade07c4f6ca1c6c9ceded0;boa;interna;;Santana de Parnaíba;18-24;;
01-oi-sinalizador-03-5;01;oi;03;5;Sinalizador03/01-oi-sinalizador-03-5.mp4;1072;1440;20,02;7;a1be86da7831e507c0a01afc49925fc4;boa;interna;;Santana de Parnaíba;18-24;;
02-tchau-sinalizador-03-1;02;tchau;03;1;Sinalizador03/02-tchau-sinalizador-03-1.mp4;1072;1440;19,97;6,81;68dbd9fd39f63bfc6e722dab98e023ae;boa;interna;;Santana de Parnaíba;18-24;;
02-tchau-sinalizador-03-2;02;tchau;03;2;Sinalizador03/02-tchau-sinalizador-03-2.mp4;1072;1440;19,97;6,95;1be9729e1d98599c083d29a775dd0b4b;boa;interna;;Santana de Parnaíba;18-24;;
02-tchau-sinalizador-03-3;02;tchau;03;3;Sinalizador03/02-tchau-sinalizador-03-3.mp4;1072;1440;20,31;6,96;d23c2958471ea041b44fdc84be9aeefc;boa;interna;;Santana de Parnaíba;18-24;;
02-tchau-sinalizador-03-4;02;tchau;03;4;Sinalizador03/02-tchau-sinalizador-03-4.mp4;1072;1440;19,97;6,92;28ac40ba62d2df8d1b4d51fe02e8572c;boa;interna;;Santana de Parnaíba;18-24;;
02-tchau-sinalizador-03-5;02;tchau;03;5;Sinalizador03/02-tchau-sinalizador-03-5.mp4;1072;1440;19,97;6,84;5b92b3fe8019f2ed6a01c2881ec9dcfd;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-03-1;03;obrigado;03;1;Sinalizador03/03-obrigado-sinalizador-03-1.mp4;1072;1440;19,97;7,68;0f49c7915b6f698b28ff58d5a9707a12;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-03-2;03;obrigado;03;2;Sinalizador03/03-obrigado-sinalizador-03-2.mp4;1072;1440;19,97;5,88;c89cc32c33cc8dff0fc1504ad9965d61;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-03-3;03;obrigado;03;3;Sinalizador03/03-obrigado-sinalizador-03-3.mp4;1072;1440;19,97;7,51;4aa36c0c0ec1b6d6dc98b3b098b243b4;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-03-4;03;obrigado;03;4;Sinalizador03/03-obrigado-sinalizador-03-4.mp4;1072;1440;20,06;5,99;1ba2fce49b36f1ab11c1a3ec87b702f4;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-03-5;03;obrigado;03;5;Sinalizador03/03-obrigado-sinalizador-03-5.mp4;1072;1440;19,97;7,21;f3e6ed631402e5b2ee467ee64e02d617;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-03-1;04;desculpa;03;1;Sinalizador03/04-desculpa-sinalizador-03-1.mp4;1072;1440;19,97;5,74;e938cba5270913d5e0b71a68ee8d3ef1;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-03-2;04;desculpa;03;2;Sinalizador03/04-desculpa-sinalizador-03-2.mp4;1072;1440;19,97;6,86;d215c3117484ab0d95ac22096ceaa7ae;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-03-3;04;desculpa;03;3;Sinalizador03/04-desculpa-sinalizador-03-3.mp4;1072;1440;19,97;6,12;2874edc575aa5a838330c121fa69998f;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-03-4;04;desculpa;03;4;Sinalizador03/04-desculpa-sinalizador-03-4.mp4;1072;1440;19,97;6,71;c391621c5d62a55c5afcc69709770cb0;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-03-5;04;desculpa;03;5;Sinalizador03/04-desculpa-sinalizador-03-5.mp4;1072;1440;19,97;6,11;16017b185c1498542b59b1c6ffa27d3e;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-03-1;05;por favor;03;1;Sinalizador03/05-por favor-sinalizador-03-1.mp4;1072;1440;19,97;5,96;f64559ae7cf8a79be0ef47ac2ef1e6c8;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-03-2;05;por favor;03;2;Sinalizador03/05-por favor-sinalizador-03-2.mp4;1072;1440;19,97;6,62;cbfd1d0ac842f7299663da6bedf2093d;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-03-3;05;por favor;03;3;Sinalizador03/05-por favor-sinalizador-03-3.mp4;1072;1440;19,97;5,46;b487e35e05f62aa88546ee6d440fb834;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-03-4;05;por favor;03;4;Sinalizador03/05-por favor-sinalizador-03-4.mp4;1072;1440;19,97;5,16;6d499fb5d6936887b040568a01f27b13;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-03-5;05;por favor;03;5;Sinalizador03/05-por favor-sinalizador-03-5.mp4;1072;1440;19,97;5,51;d41d017a243be9d54d4785effac777cd;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-03-1;06;agua;03;1;Sinalizador03/06-agua-sinalizador-03-1.mp4;1072;1440;21,64;6,98;75973ce5f824484194cfd2022ba5b368;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-03-2;06;agua;03;2;Sinalizador03/06-agua-sinalizador-03-2.mp4;1072;1440;22,01;5,96;533127e87eb052cb9af31376fd4b9ede;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-03-3;06;agua;03;3;Sinalizador03/06-agua-sinalizador-03-3.mp4;1072;1440;20,6;5,35;12df2e81bdd6b98fb6069c275dd17cca;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-03-4;06;agua;03;4;Sinalizador03/06-agua-sinalizador-03-4.mp4;1072;1440;20,24;6,83;987aaf27d3bb8ab83cbe6fdf599e0a02;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-03-5;06;agua;03;5;Sinalizador03/06-agua-sinalizador-03-5.mp4;1072;1440;22,48;6,12;7308d48b20f73c3bb63ac653615bba7b;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-03-1;07;eu te amo;03;1;Sinalizador03/07-eu te amo-sinalizador-03-1.mp4;1072;1440;20,05;4,55;3997210daf36fcdf08eb1cd9e98b6773;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-03-2;07;eu te amo;03;2;Sinalizador03/07-eu te amo-sinalizador-03-2.mp4;1072;1440;19,97;5,41;d528f183fe474e87938a2ab33f56135f;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-03-3;07;eu te amo;03;3;Sinalizador03/07-eu te amo-sinalizador-03-3.mp4;1072;1440;19,97;4,36;7ac6bcfa9ef6411f938af48566ee0f18;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-03-4;07;eu te amo;03;4;Sinalizador03/07-eu te amo-sinalizador-03-4.mp4;1072;1440;19,97;4,46;be4fda007063d17044a7fc4f842a7133;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-03-5;07;eu te amo;03;5;Sinalizador03/07-eu te amo-sinalizador-03-5.mp4;1072;1440;19,97;4,71;b39cedbaf7687cd18da3e14c4209aae5;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-03-1;08;fome;03;1;Sinalizador03/08-fome-sinalizador-03-1.mp4;1072;1440;20,22;6;716411ef0df14526083296d06b65d000;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-03-2;08;fome;03;2;Sinalizador03/08-fome-sinalizador-03-2.mp4;1072;1440;19,97;5,81;c4b9be5b97bb47647ba928c4a0bc8c72;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-03-3;08;fome;03;3;Sinalizador03/08-fome-sinalizador-03-3.mp4;1072;1440;19,97;5,54;3d8575518f50c067a23151d14e31bd36;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-03-4;08;fome;03;4;Sinalizador03/08-fome-sinalizador-03-4.mp4;1072;1440;19,97;5,71;517e55ed7990d1de949df36d1d64bc2f;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-03-5;08;fome;03;5;Sinalizador03/08-fome-sinalizador-03-5.mp4;1072;1440;19,97;6,99;e4a5e547b904c2f6b9ded5c24ccf2c60;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-03-1;09;sede;03;1;Sinalizador03/09-sede-sinalizador-03-1.mp4;1072;1440;20,76;7,21;3f0ba1727630e48d4f9e282242cce1ac;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-03-2;09;sede;03;2;Sinalizador03/09-sede-sinalizador-03-2.mp4;1072;1440;19,97;5,56;7e45c3c73de92d919c5405379c0ec0b9;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-03-3;09;sede;03;3;Sinalizador03/09-sede-sinalizador-03-3.mp4;1072;1440;21,91;5,66;562dc14de417f67e1c8fc80a064b06e6;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-03-4;09;sede;03;4;Sinalizador03/09-sede-sinalizador-03-4.mp4;1072;1440;20,18;5,71;7afdb704cb9077d3de35ea8107ca1976;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-03-5;09;sede;03;5;Sinalizador03/09-sede-sinalizador-03-5.mp4;1072;1440;20,08;6,09;c6b4233a4c649a614ddbb39575e9266c;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-03-1;10;banheiro;03;1;Sinalizador03/10-banheiro-sinalizador-03-1.mp4;1072;1440;19,97;4,86;406e8309dffb450f10edec4858ed1f75;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-03-2;10;banheiro;03;2;Sinalizador03/10-banheiro-sinalizador-03-2.mp4;1072;1440;19,97;4,56;0226f38931bfdbc33b87397fe1c2ed49;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-03-3;10;banheiro;03;3;Sinalizador03/10-banheiro-sinalizador-03-3.mp4;1072;1440;19,97;5,06;04b9ad4f230494580ab70c85e1460204;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-03-4;10;banheiro;03;4;Sinalizador03/10-banheiro-sinalizador-03-4.mp4;1072;1440;19,97;4,36;6aa40cdcf4228e8f3a1049d226e3bc12;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-03-5;10;banheiro;03;5;Sinalizador03/10-banheiro-sinalizador-03-5.mp4;1072;1440;19,97;4,71;fca26d940a72ea22fd6368fe62037bc0;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-03-1;11;dinheiro;03;1;Sinalizador03/11-dinheiro-sinalizador-03-1.mp4;1072;1440;19,97;8,97;8aa382ab2d1717133dd197db3674b50f;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-03-2;11;dinheiro;03;2;Sinalizador03/11-dinheiro-sinalizador-03-2.mp4;1072;1440;19,97;5,35;40a08a6e74d2e36a44e30f6bee10c4ac;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-03-3;11;dinheiro;03;3;Sinalizador03/11-dinheiro-sinalizador-03-3.mp4;1072;1440;20,11;5,92;562109cb0f8e842575afc3c92bccf08a;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-03-4;11;dinheiro;03;4;Sinalizador03/11-dinheiro-sinalizador-03-4.mp4;1072;1440;19,97;5,27;c5f18bcf9307d49f189f106ab781a5e6;boa;interna;;Santana de Parnaíba;18-24;;
